mandi_id,mandi_name,month_num,avg_modal_price,median_modal_price,min_modal_price,max_modal_price,avg_arrivals,observations,month_name,seasonal_index,month_rank,rs_above_worst_month,evidence,recommendation,best_month,best_month_price,rs_gain_if_wait_for_peak,forecast_mae_rs,forecast_mape_pct,price_range_low,price_range_high
M082,Pune(Moshi) APMC,12,1738.8,1500.0,750.0,4000.0,586.6,49,Dec,125.7,3,957.0,Adequate,SELL NOW,Sep,2104.9,366.0,168.0,13.9,1497.0,1980.0
M083,Pune(Pimpri) APMC,1,1783.9,1600.0,1200.0,3250.0,12.2,59,Jan,93.0,7,700.0,Adequate,HOLD IF YOU CAN,Nov,2853.6,1070.0,168.0,13.9,1536.0,2032.0
M083,Pune(Pimpri) APMC,2,1788.5,1575.0,1100.0,3000.0,9.5,48,Feb,93.2,6,705.0,Adequate,HOLD IF YOU CAN,Nov,2853.6,1065.0,168.0,13.9,1540.0,2037.0
M083,Pune(Pimpri) APMC,3,1565.3,1475.0,1000.0,2650.0,10.3,60,Mar,81.6,9,481.0,Adequate,STORE OR HOLD,Nov,2853.6,1288.0,168.0,13.9,1348.0,1783.0
M083,Pune(Pimpri) APMC,4,1156.8,1150.0,700.0,1800.0,15.8,60,Apr,60.3,11,73.0,Adequate,STORE OR HOLD,Nov,2853.6,1697.0,168.0,13.9,996.0,1318.0
M083,Pune(Pimpri) APMC,5,1084.0,1050.0,500.0,1700.0,15.8,60,May,56.5,12,0.0,Adequate,STORE OR HOLD,Nov,2853.6,1770.0,168.0,13.9,933.0,1235.0
M083,Pune(Pimpri) APMC,6,1747.1,1600.0,700.0,2900.0,10.5,87,Jun,91.0,8,663.0,Adequate,HOLD IF YOU CAN,Nov,2853.6,1106.0,168.0,13.9,1504.0,1990.0
M083,Pune(Pimpri) APMC,7,2108.5,2150.0,1200.0,3000.0,11.7,53,Jul,109.9,5,1024.0,Adequate,GOOD TO SELL,Nov,2853.6,745.0,168.0,13.9,1815.0,2402.0
M083,Pune(Pimpri) APMC,8,1407.1,1475.0,1050.0,1650.0,16.4,28,Aug,73.3,10,323.0,Thin (<40 obs),STORE OR HOLD,Nov,2853.6,1446.0,168.0,13.9,1212.0,1603.0
M083,Pune(Pimpri) APMC,9,2666.7,2325.0,1000.0,5000.0,15.1,60,Sep,139.0,2,1583.0,Adequate,SELL NOW,Nov,2853.6,187.0,168.0,13.9,2296.0,3037.0
M083,Pune(Pimpri) APMC,10,2612.1,2300.0,1000.0,4900.0,12.1,58,Oct,136.1,3,1528.0,Adequate,SELL NOW,Nov,2853.6,242.0,168.0,13.9,2249.0,2975.0
M083,Pune(Pimpri) APMC,11,2853.6,1500.0,1050.0,6400.0,14.2,55,Nov,148.7,1,1770.0,Adequate,SELL NOW,Nov,2853.6,0.0,168.0,13.9,2457.0,3250.0
M083,Pune(Pimpri) APMC,12,2255.7,2000.0,1100.0,4850.0,13.8,60,Dec,117.5,4,1172.0,Adequate,SELL NOW,Nov,2853.6,598.0,168.0,13.9,1942.0,2569.0
M084,Pune APMC,1,1784.8,2000.0,1100.0,2750.0,14993.2,46,Jan,103.6,6,817.0,Adequate,GOOD TO SELL,Nov,2658.7,874.0,168.0,13.9,1537.0,2033.0
M084,Pune APMC,2,1510.7,1000.0,850.0,2500.0,16882.3,42,Feb,87.7,7,543.0,Adequate,HOLD IF YOU CAN,Nov,2658.7,1148.0,168.0,13.9,1301.0,1721.0
M084,Pune APMC,3,1166.7,1175.0,800.0,2000.0,14071.9,48,Mar,67.7,9,199.0,Adequate,STORE OR HOLD,Nov,2658.7,1492.0,168.0,13.9,1005.0,1329.0
M084,Pune APMC,4,967.7,975.0,700.0,1200.0,10216.6,48,Apr,56.2,12,0.0,Adequate,STORE OR HOLD,Nov,2658.7,1691.0,168.0,13.9,833.0,1102.0
M084,Pune APMC,5,972.7,950.0,850.0,1200.0,10323.3,44,May,56.4,11,5.0,Adequate,STORE OR HOLD,Nov,2658.7,1686.0,168.0,13.9,837.0,1108.0
M084,Pune APMC,6,1488.7,1350.0,950.0,2100.0,8959.9,75,Jun,86.4,8,521.0,Adequate,HOLD IF YOU CAN,Nov,2658.7,1170.0,168.0,13.9,1282.0,1696.0
M084,Pune APMC,7,1853.0,2025.0,1050.0,11000.0,8134.4,50,Jul,107.5,5,885.0,Adequate,GOOD TO SELL,Nov,2658.7,806.0,168.0,13.9,1595.0,2111.0
M084,Pune APMC,8,1119.0,1100.0,950.0,1200.0,9238.8,25,Aug,64.9,10,151.0,Thin (<40 obs),STORE OR HOLD,Nov,2658.7,1540.0,168.0,13.9,963.0,1275.0
M084,Pune APMC,9,2554.1,3100.0,850.0,9500.0,9331.7,49,Sep,148.2,2,1586.0,Adequate,SELL NOW,Nov,2658.7,105.0,168.0,13.9,2199.0,2909.0
M084,Pune APMC,10,2174.0,2150.0,850.0,3700.0,11179.5,48,Oct,126.1,4,1206.0,Adequate,SELL NOW,Nov,2658.7,485.0,168.0,13.9,1872.0,2476.0
M084,Pune APMC,11,2658.7,2425.0,1000.0,4750.0,11182.3,46,Nov,154.3,1,1691.0,Adequate,SELL NOW,Nov,2658.7,0.0,168.0,13.9,2289.0,3028.0
M084,Pune APMC,12,2430.0,2150.0,1000.0,4850.0,13033.4,50,Dec,141.0,3,1462.0,Adequate,SELL NOW,Nov,2658.7,229.0,168.0,13.9,2092.0,2768.0
M094,Satara APMC,1,1734.7,1750.0,1250.0,2250.0,276.8,49,Jan,94.2,7,687.0,Adequate,HOLD IF YOU CAN,Nov,2750.0,1015.0,168.0,13.9,1494.0,1976.0
M094,Satara APMC,2,1634.9,1500.0,1000.0,2450.0,351.2,43,Feb,88.8,8,587.0,Adequate,HOLD IF YOU CAN,Nov,2750.0,1115.0,168.0,13.9,1408.0,1862.0
M094,Satara APMC,3,1230.9,1200.0,950.0,1900.0,339.0,47,Mar,66.8,10,183.0,Adequate,STORE OR HOLD,Nov,2750.0,1519.0,168.0,13.9,1060.0,1402.0
M094,Satara APMC,4,1048.0,1000.0,850.0,1400.0,363.9,51,Apr,56.9,12,0.0,Adequate,STORE OR HOLD,Nov,2750.0,1702.0,168.0,13.9,902.0,1194.0
M094,Satara APMC,5,1052.1,1000.0,850.0,1350.0,305.6,47,May,57.1,11,4.0,Adequate,STORE OR HOLD,Nov,2750.0,1698.0,168.0,13.9,906.0,1198.0
M094,Satara APMC,6,1750.7,1500.0,1050.0,2800.0,230.3,72,Jun,95.1,6,703.0,Adequate,HOLD IF YOU CAN,Nov,2750.0,999.0,168.0,13.9,1507.0,1994.0
M094,Satara APMC,7,2032.6,1500.0,1400.0,2800.0,140.5,46,Jul,110.4,5,985.0,Adequate,GOOD TO SELL,Nov,2750.0,717.0,168.0,13.9,1750.0,2315.0
M094,Satara APMC,8,1478.3,1500.0,1350.0,1750.0,174.6,23,Aug,80.3,9,430.0,Thin (<40 obs),STORE OR HOLD,Nov,2750.0,1272.0,168.0,13.9,1273.0,1684.0
M094,Satara APMC,9,2664.7,1500.0,1350.0,4500.0,200.9,51,Sep,144.7,2,1617.0,Adequate,SELL NOW,Nov,2750.0,85.0,168.0,13.9,2294.0,3035.0
M094,Satara APMC,10,2442.4,2700.0,1350.0,3700.0,207.4,46,Oct,132.6,3,1394.0,Adequate,SELL NOW,Nov,2750.0,308.0,168.0,13.9,2103.0,2782.0
M094,Satara APMC,11,2750.0,1750.0,1400.0,5000.0,246.9,43,Nov,149.3,1,1702.0,Adequate,SELL NOW,Nov,2750.0,0.0,168.0,13.9,2368.0,3132.0
M094,Satara APMC,12,2282.3,2000.0,1150.0,4000.0,252.4,48,Dec,123.9,4,1234.0,Adequate,SELL NOW,Nov,2750.0,468.0,168.0,13.9,1965.0,2600.0
