"Date Wise Prices for Specified Commodity on February, 2025 for Commodity : Onion, State/UT : Maharashtra"
"Commodity : Onion, State/UT : Maharashtra"

Arrival Date,Arrivals (Metric Tonnes),Variety,Minimum Price (Rs./Quintal),Maximum Price (Rs./Quintal),Modal Price (Rs./Quintal)
Market Name : AGRICULTURE PRODUCE MARKET COMITEE CHANDWAD
01/02/2025,6074.0,Red,1100.0,2500.0,1780.0
03/02/2025,1001.3,Red,991.0,2572.0,1850.0
04/02/2025,1207.7,Red,1135.0,2630.0,2080.0
05/02/2025,1233.8,Red,1100.0,2676.0,2200.0
06/02/2025,1194.4,Red,1000.0,2700.0,2080.0
07/02/2025,1097.3,Red,1200.0,2785.0,2200.0
08/02/2025,920.0,Red,1000.0,2818.0,2180.0
12/02/2025,996.1,Red,1500.0,3051.0,2620.0
13/02/2025,989.1,Red,1870.0,3300.0,2810.0
14/02/2025,1047.9,Red,1571.0,3651.0,3100.0
15/02/2025,1151.7,Red,1700.0,3551.0,2900.0
17/02/2025,921.2,Red,1500.0,3153.0,2450.0
18/02/2025,1020.0,Red,1125.0,3132.0,2450.0
20/02/2025,1604.8,Red,901.0,2386.0,2110.0
21/02/2025,1475.0,Red,1200.0,2498.0,2180.0
22/02/2025,1340.9,Red,1300.0,2750.0,2230.0
24/02/2025,820.0,Red,1680.0,2831.0,2350.0
Market Name : APMC Yawal
01/02/2025,30.0,Red,1210.0,1620.0,1310.0
02/02/2025,210.0,Red,1200.0,1620.0,1330.0
03/02/2025,170.0,Red,1210.0,1600.0,1330.0
04/02/2025,13.5,Red,1230.0,1630.0,1310.0
07/02/2025,30.0,Red,1230.0,1800.0,1650.0
08/02/2025,157.0,Red,1360.0,1800.0,1650.0
14/02/2025,70.0,Red,1380.0,1820.0,1650.0
15/02/2025,190.0,Red,1450.0,2040.0,1800.0
16/02/2025,62.5,Red,1480.0,2060.0,1810.0
17/02/2025,65.0,Red,1490.0,2070.0,1810.0
18/02/2025,15.0,Red,1490.0,2050.0,1810.0
21/02/2025,47.5,Red,1490.0,2050.0,1810.0
22/02/2025,30.0,Red,1460.0,2050.0,1800.0
25/02/2025,80.0,Red,1470.0,2090.0,1800.0
27/02/2025,30.0,Red,1480.0,2030.0,1820.0
Market Name : Ahilyanagar APMC
01/02/2025,7853.8,Red,400.0,2600.0,1850.0
03/02/2025,3807.6,Red,400.0,2700.0,1900.0
06/02/2025,3549.2,Red,500.0,2800.0,2000.0
13/02/2025,3196.5,Red,500.0,3300.0,2400.0
20/02/2025,5311.6,Red,400.0,2300.0,1450.0
,,Other,500.0,2600.0,1600.0
27/02/2025,4108.9,Other,500.0,2600.0,1700.0
,,Red,400.0,2400.0,1500.0
Market Name : Akluj APMC
02/02/2025,180.0,Red,300.0,3300.0,2000.0
07/02/2025,22.5,Other,350.0,3000.0,1500.0
12/02/2025,30.5,Red,600.0,3500.0,1800.0
14/02/2025,29.0,Red,500.0,3550.0,1800.0
23/02/2025,28.7,Red,500.0,3000.0,1800.0
24/02/2025,34.0,Red,400.0,3000.0,1900.0
26/02/2025,39.0,Red,400.0,2500.0,2000.0
28/02/2025,30.5,Other,300.0,2700.0,1500.0
Market Name : Akola APMC
01/02/2025,51.0,Other,2000.0,2800.0,2500.0
03/02/2025,403.2,Other,1500.0,2500.0,2000.0
04/02/2025,39.5,Other,1800.0,2600.0,2200.0
05/02/2025,31.0,Other,1500.0,2600.0,2000.0
06/02/2025,18.5,Other,1800.0,2600.0,2200.0
07/02/2025,30.5,Other,2000.0,2800.0,2500.0
08/02/2025,75.5,Other,1500.0,2800.0,2500.0
13/02/2025,41.2,Other,1500.0,3000.0,2700.0
14/02/2025,45.2,Other,1500.0,3200.0,2500.0
15/02/2025,50.0,Other,2000.0,3200.0,3000.0
17/02/2025,154.8,Other,2500.0,4000.0,3000.0
18/02/2025,30.5,Other,2500.0,4000.0,3000.0
20/02/2025,54.5,Other,2500.0,4000.0,3000.0
21/02/2025,117.2,Other,2500.0,4000.0,3000.0
22/02/2025,47.5,Other,2500.0,4000.0,3000.0
24/02/2025,70.0,Other,1500.0,2800.0,2000.0
25/02/2025,36.0,Other,1500.0,2500.0,2000.0
27/02/2025,62.8,Other,2000.0,2800.0,2500.0
28/02/2025,54.5,Other,1000.0,2500.0,2000.0
Market Name : Akole APMC
14/02/2025,61.0,Other,651.0,3700.0,2800.0
16/02/2025,129.7,Other,600.0,3600.0,2800.0
20/02/2025,241.2,Other,300.0,2611.0,2261.0
21/02/2025,241.2,Other,300.0,2611.0,2261.0
23/02/2025,295.0,Other,300.0,2611.0,2100.0
25/02/2025,263.0,Other,251.0,2711.0,2051.0
27/02/2025,178.6,Other,300.0,2700.0,2100.0
Market Name : Amrawati(Frui & Veg. Market) APMC
01/02/2025,54.2,Red,1500.0,2000.0,1750.0
02/02/2025,224.8,Red,1400.0,2100.0,1750.0
03/02/2025,176.8,Red,800.0,2200.0,1500.0
04/02/2025,38.4,Red,700.0,2100.0,1400.0
05/02/2025,40.5,Red,700.0,2200.0,1450.0
07/02/2025,36.5,Red,800.0,2400.0,1600.0
08/02/2025,51.0,Red,700.0,2400.0,1550.0
14/02/2025,46.5,Red,500.0,2200.0,1350.0
15/02/2025,44.2,Local,700.0,2200.0,1450.0
16/02/2025,38.5,Red,500.0,2200.0,1350.0
17/02/2025,44.2,Red,700.0,2200.0,1450.0
18/02/2025,36.6,Red,500.0,2100.0,1300.0
19/02/2025,50.2,Red,500.0,2200.0,1350.0
21/02/2025,53.2,Red,600.0,2200.0,1400.0
22/02/2025,59.3,Red,500.0,2500.0,1500.0
23/02/2025,44.4,Red,600.0,2200.0,1400.0
24/02/2025,48.0,Red,1000.0,2000.0,1500.0
25/02/2025,51.2,Red,1000.0,2000.0,1500.0
26/02/2025,42.3,Red,1000.0,2100.0,1550.0
28/02/2025,38.3,Red,1000.0,2000.0,1500.0
Market Name : Baramati APMC
01/02/2025,66.3,Red,800.0,2500.0,2000.0
03/02/2025,210.0,Red,800.0,2500.0,2000.0
08/02/2025,58.9,Red,1000.0,3100.0,2400.0
15/02/2025,71.5,Red,1000.0,3500.0,2700.0
17/02/2025,48.8,Red,1000.0,3480.0,2500.0
19/02/2025,65.8,Red,1100.0,3000.0,2200.0
22/02/2025,93.7,Red,830.0,2600.0,2000.0
24/02/2025,79.6,Red,801.0,2500.0,2000.0
26/02/2025,87.0,Red,700.0,2500.0,2000.0
Market Name : Bhusaval APMC
01/02/2025,0.9,Red,1200.0,2000.0,1600.0
02/02/2025,2.1,Red,1800.0,2200.0,2000.0
04/02/2025,0.7,Red,1500.0,2400.0,1800.0
05/02/2025,1.4,Red,1200.0,1800.0,1600.0
06/02/2025,1.4,Red,1500.0,2000.0,1800.0
07/02/2025,1.4,Red,2000.0,2500.0,2200.0
08/02/2025,1.2,Red,1800.0,2500.0,2000.0
13/02/2025,0.9,Red,2000.0,2500.0,2200.0
14/02/2025,0.6,Red,2000.0,2500.0,2200.0
15/02/2025,1.5,Red,2000.0,2500.0,2200.0
16/02/2025,2.1,Red,2000.0,2500.0,2300.0
18/02/2025,2.9,Red,2200.0,3000.0,2500.0
19/02/2025,1.2,Red,2200.0,3000.0,2500.0
20/02/2025,1.1,Red,2400.0,2800.0,2600.0
21/02/2025,1.1,Red,2000.0,2500.0,2200.0
22/02/2025,1.2,Red,2200.0,2600.0,2500.0
23/02/2025,3.3,Red,1200.0,2500.0,2100.0
25/02/2025,1.1,Red,1800.0,2500.0,2000.0
26/02/2025,1.1,Red,1700.0,2500.0,2200.0
27/02/2025,1.3,Red,1500.0,2000.0,1800.0
28/02/2025,1.5,Red,1800.0,2500.0,2200.0
Market Name : Chandrapur(Ganjwad) APMC
01/02/2025,46.1,Other,2000.0,3000.0,2500.0
03/02/2025,94.2,Other,2000.0,3000.0,2500.0
04/02/2025,78.0,Other,2000.0,3000.0,2500.0
05/02/2025,36.2,Other,2000.0,2600.0,2300.0
06/02/2025,40.0,Other,2000.0,2600.0,2300.0
07/02/2025,29.0,Other,2000.0,2800.0,2400.0
13/02/2025,37.5,Other,1700.0,2500.0,2000.0
14/02/2025,44.8,Other,1700.0,2500.0,2000.0
15/02/2025,43.5,Other,1700.0,2500.0,2000.0
17/02/2025,60.7,Other,1500.0,2500.0,2000.0
18/02/2025,110.4,Other,1700.0,2500.0,2100.0
20/02/2025,59.8,Other,1500.0,2500.0,2000.0
