"Date Wise Prices for Specified Commodity on November, 2024 for Commodity : Onion, State/UT : Maharashtra"
"Commodity : Onion, State/UT : Maharashtra"

Arrival Date,Arrivals (Metric Tonnes),Variety,Minimum Price (Rs./Quintal),Maximum Price (Rs./Quintal),Modal Price (Rs./Quintal)
08/11/2024,1.0,Red,2500.0,3500.0,3000.0
09/11/2024,0.3,Red,3000.0,3600.0,3300.0
10/11/2024,2.5,Red,3000.0,4000.0,3500.0
12/11/2024,0.8,Red,3000.0,4000.0,3500.0
13/11/2024,0.6,Red,3000.0,4000.0,3500.0
14/11/2024,0.9,Red,3000.0,4000.0,3500.0
15/11/2024,0.7,Red,2500.0,3300.0,3000.0
16/11/2024,1.2,Red,2500.0,3300.0,3000.0
17/11/2024,1.7,Red,3000.0,3500.0,3200.0
19/11/2024,1.4,Red,2500.0,3300.0,3000.0
21/11/2024,1.3,Red,2200.0,3000.0,2500.0
22/11/2024,0.1,Red,3000.0,3000.0,3000.0
23/11/2024,0.5,Red,2500.0,3000.0,3000.0
24/11/2024,1.2,Red,2200.0,2500.0,2400.0
26/11/2024,2.2,Red,2200.0,3000.0,2500.0
27/11/2024,1.2,Red,2200.0,3000.0,2500.0
28/11/2024,0.5,Red,3500.0,4000.0,4000.0
Market Name : Chandrapur(Ganjwad) APMC
11/11/2024,36.6,Other,3000.0,5500.0,4500.0
12/11/2024,64.5,Other,3000.0,5500.0,4500.0
13/11/2024,64.5,Other,3000.0,5500.0,4500.0
14/11/2024,19.4,Other,3000.0,5500.0,4000.0
18/11/2024,32.3,Other,2000.0,5500.0,4000.0
19/11/2024,58.5,Other,2500.0,5000.0,4000.0
21/11/2024,38.5,Other,2000.0,5000.0,4000.0
22/11/2024,37.8,Other,2000.0,5000.0,4000.0
23/11/2024,32.7,Other,2000.0,5000.0,4000.0
25/11/2024,29.6,Other,2000.0,5000.0,4000.0
26/11/2024,54.6,Other,2500.0,5250.0,4000.0
27/11/2024,160.1,Other,2500.0,5250.0,4000.0
28/11/2024,29.0,Other,2500.0,5000.0,4000.0
Market Name : Chattrapati Sambhajinagar APMC
02/11/2024,36.0,Other,300.0,4000.0,2150.0
04/11/2024,25.8,Other,500.0,3000.0,1750.0
05/11/2024,39.0,Other,1200.0,3200.0,2200.0
06/11/2024,53.4,Other,600.0,3200.0,1900.0
07/11/2024,55.4,Other,1000.0,3800.0,2400.0
09/11/2024,74.0,Other,1300.0,3600.0,2450.0
10/11/2024,213.0,Other,1050.0,3400.0,2225.0
11/11/2024,47.0,Other,1200.0,4000.0,2600.0
12/11/2024,64.0,Other,1100.0,3800.0,2450.0
13/11/2024,273.6,Other,100.0,3600.0,1850.0
14/11/2024,311.0,Other,200.0,5000.0,2600.0
16/11/2024,77.9,Other,400.0,2500.0,1450.0
17/11/2024,83.5,Other,400.0,2600.0,1500.0
18/11/2024,53.2,Other,400.0,3500.0,1950.0
19/11/2024,67.4,Other,300.0,3500.0,1900.0
20/11/2024,27.6,Other,200.0,3700.0,1950.0
21/11/2024,39.5,Other,400.0,5500.0,2950.0
23/11/2024,63.5,Other,1000.0,3700.0,2350.0
24/11/2024,112.0,Other,500.0,4200.0,2350.0
25/11/2024,39.5,Other,500.0,4200.0,2350.0
26/11/2024,54.0,Other,400.0,4200.0,2300.0
27/11/2024,75.4,Other,700.0,4300.0,2500.0
28/11/2024,86.5,Other,1300.0,6000.0,3650.0
Market Name : Devala APMC
07/11/2024,232.4,Other,1700.0,6100.0,5800.0
,,Red,500.0,4005.0,3600.0
08/11/2024,237.9,Other,1500.0,6000.0,5700.0
,,Red,300.0,4100.0,3650.0
11/11/2024,299.0,Red,1100.0,4075.0,3000.0
,,Other,1700.0,5405.0,5000.0
12/11/2024,256.5,Red,1100.0,4260.0,3500.0
,,Other,1500.0,5500.0,5000.0
13/11/2024,217.5,Red,1000.0,4240.0,3300.0
,,Other,1500.0,5410.0,5000.0
14/11/2024,254.5,Other,1500.0,5800.0,5000.0
,,Red,1200.0,4400.0,3600.0
18/11/2024,389.4,Other,1700.0,5605.0,5000.0
,,Red,1300.0,4550.0,3700.0
19/11/2024,437.5,Red,1300.0,4265.0,3700.0
,,Other,1700.0,5650.0,5000.0
21/11/2024,207.0,Red,1400.0,4350.0,3700.0
,,Other,1800.0,5525.0,5000.0
22/11/2024,252.8,Other,1600.0,5800.0,5000.0
,,Red,1200.0,4020.0,3500.0
25/11/2024,250.4,Other,2000.0,6400.0,6000.0
,,Red,1300.0,4500.0,3700.0
26/11/2024,228.5,Red,1300.0,4295.0,3650.0
,,Other,2000.0,6500.0,5500.0
27/11/2024,238.9,Other,2500.0,6550.0,6000.0
,,Red,1400.0,4400.0,4000.0
28/11/2024,317.5,Red,1400.0,4250.0,3800.0
,,Other,2000.0,6450.0,5800.0
Market Name : Dharashiv APMC
01/11/2024,0.4,Red,1000.0,1600.0,1300.0
02/11/2024,0.5,Red,1000.0,2000.0,1500.0
03/11/2024,0.5,Red,3000.0,3000.0,3000.0
06/11/2024,1.1,Red,2100.0,3500.0,2800.0
07/11/2024,0.9,Red,1000.0,3200.0,2100.0
08/11/2024,3.2,Red,2200.0,3200.0,2700.0
09/11/2024,0.5,Red,1800.0,3000.0,2400.0
12/11/2024,2.9,Red,1200.0,3400.0,2300.0
13/11/2024,2.7,Red,1300.0,3000.0,2150.0
14/11/2024,1.9,Red,1400.0,3000.0,2200.0
15/11/2024,2.8,Red,1400.0,3000.0,2200.0
16/11/2024,2.1,Red,1500.0,2700.0,2100.0
22/11/2024,1.3,Red,2800.0,4400.0,3600.0
23/11/2024,1.9,Red,2000.0,3000.0,2500.0
26/11/2024,4.9,Red,1300.0,4000.0,2650.0
27/11/2024,1.6,Red,2350.0,4000.0,3175.0
28/11/2024,1.8,Red,1500.0,4000.0,2750.0
Market Name : Dhule APMC
04/11/2024,50.0,Red,290.0,5100.0,4470.0
05/11/2024,114.3,Red,290.0,5100.0,4470.0
07/11/2024,94.5,Red,100.0,5550.0,4750.0
08/11/2024,114.0,Red,100.0,5700.0,4850.0
09/11/2024,124.8,Red,100.0,5700.0,4850.0
11/11/2024,28.0,Red,100.0,5300.0,4170.0
12/11/2024,268.6,Red,100.0,5300.0,4170.0
14/11/2024,207.3,Red,100.0,5020.0,4400.0
15/11/2024,186.5,Red,100.0,4500.0,4000.0
16/11/2024,46.4,Red,100.0,4500.0,4000.0
18/11/2024,20.0,Red,100.0,5450.0,4650.0
19/11/2024,314.5,Red,100.0,5450.0,4650.0
22/11/2024,85.0,Red,450.0,5500.0,4150.0
25/11/2024,120.5,Red,250.0,5800.0,4000.0
26/11/2024,354.6,Red,250.0,5800.0,4000.0
27/11/2024,20.0,Red,200.0,5700.0,4000.0
28/11/2024,443.8,Red,200.0,5210.0,3500.0
Market Name : Dindori(Vani) APMC
05/11/2024,68.5,Other,3700.0,4901.0,4101.0
07/11/2024,15.9,Other,3601.0,6460.0,5701.0
08/11/2024,48.6,Other,4500.0,6272.0,5701.0
12/11/2024,24.6,Other,3100.0,4150.0,3500.0
13/11/2024,33.1,Other,4000.0,5731.0,5421.0
14/11/2024,28.0,Other,3800.0,4100.0,4000.0
15/11/2024,8.3,Other,4200.0,5500.0,5000.0
16/11/2024,3.5,Other,4300.0,5000.0,4701.0
18/11/2024,3.3,Other,4200.0,5400.0,5000.0
21/11/2024,5.3,Red,3536.0,5100.0,4750.0
23/11/2024,21.6,Other,3500.0,5050.0,4600.0
25/11/2024,18.5,Red,3610.0,4850.0,4300.0
26/11/2024,8.9,Red,2511.0,4551.0,3941.0
27/11/2024,9.7,Red,3875.0,4501.0,4001.0
28/11/2024,15.5,Red,3501.0,4511.0,4100.0
Market Name : Gangapur APMC
06/11/2024,60.4,Other,2500.0,7000.0,6300.0
07/11/2024,111.7,Other,1500.0,6460.0,5860.0
08/11/2024,88.6,Other,1500.0,6715.0,5800.0
12/11/2024,53.2,Other,2000.0,6210.0,5450.0
18/11/2024,177.0,Other,1515.0,5910.0,5400.0
19/11/2024,87.1,Other,1200.0,5740.0,5400.0
21/11/2024,18.4,Other,1000.0,6000.0,4206.0
27/11/2024,6.6,Red,1500.0,6200.0,4100.0
Market Name : HINGNA - APMC
04/11/2024,3.7,Red,2000.0,6000.0,3790.0
05/11/2024,0.1,Red,4500.0,4500.0,4500.0
07/11/2024,0.2,Red,3000.0,4500.0,3750.0
08/11/2024,0.3,Red,2500.0,5000.0,4000.0
09/11/2024,1.2,Red,3000.0,4200.0,3712.0
11/11/2024,1.6,Red,2700.0,4000.0,2700.0
12/11/2024,0.3,Red,4000.0,4000.0,4000.0
13/11/2024,0.1,Red,4000.0,4500.0,4250.0
16/11/2024,0.3,Red,4000.0,4000.0,4000.0
18/11/2024,0.3,Red,4000.0,4000.0,4000.0
19/11/2024,1.8,Red,2500.0,4000.0,3500.0
21/11/2024,0.1,Red,4000.0,4000.0,4000.0
22/11/2024,0.4,Red,3500.0,4000.0,3833.0
23/11/2024,0.2,Red,3500.0,4000.0,3833.0
25/11/2024,0.5,Red,3500.0,4000.0,3833.0
26/11/2024,0.4,Red,3500.0,4000.0,3750.0
27/11/2024,0.1,Red,4000.0,4000.0,4000.0
28/11/2024,1.1,Red,3700.0,4000.0,3700.0
30/11/2024,0.1,Red,4000.0,4000.0,4000.0
Market Name : Indapur APMC
25/11/2024,26.4,Red,500.0,6000.0,2100.0
Market Name : Islampur APMC
19/11/2024,3.2,Local,2000.0,6000.0,4100.0
21/11/2024,5.0,Local,2000.0,6000.0,4100.0
22/11/2024,1.5,Local,3000.0,7400.0,5200.0
26/11/2024,2.0,Local,3000.0,7000.0,5100.0
Market Name : Jalgaon APMC
04/11/2024,36.8,Other,875.0,3877.0,2377.0
,,Red,2500.0,5387.0,3750.0
05/11/2024,39.3,Other,950.0,4000.0,2515.0
,,Red,2000.0,5877.0,3777.0
06/11/2024,64.80000000000001,Red,2000.0,5377.0,3750.0
,,White,525.0,2250.0,1277.0
,,Other,877.0,4250.0,2562.0
07/11/2024,59.4,Red,2000.0,5877.0,3000.0
,,Other,875.0,3250.0,2700.0
08/11/2024,74.2,Other,750.0,3500.0,2127.0
,,Red,3850.0,5626.0,4277.0
09/11/2024,84.7,White,727.0,4002.0,2377.0
,,Red,2000.0,6500.0,4250.0
11/11/2024,96.099999,White,750.0,2650.0,1750.0
,,Other,700.0,3562.0,2130.0
,,Red,2000.0,5877.0,3626.0
13/11/2024,81.1,Red,877.0,5250.0,3000.0
,,Other,575.0,3500.0,2012.0
14/11/2024,81.8,Red,650.0,3827.0,2250.0
16/11/2024,110.9,Other,552.0,3850.0,2187.0
,,Red,2277.0,5425.0,3777.0
18/11/2024,155.6,Other,500.0,3750.0,2125.0
,,Red,500.0,3140.0,1750.0
21/11/2024,46.0,Red,2250.0,4750.0,3127.0
,,Other,1150.0,3627.0,2387.0
22/11/2024,76.2,Red,627.0,3750.0,2200.0
23/11/2024,90.9,Red,700.0,4292.0,2527.0
25/11/2024,203.7,Other,1000.0,3500.0,2250.0
,,Red,650.0,4025.0,2300.0
26/11/2024,237.9,Red,825.0,3852.0,3062.0
27/11/2024,206.7,Red,625.0,3850.0,2250.0
,,Other,650.0,3575.0,2125.0
28/11/2024,223.9,Red,700.0,4000.0,2350.0
,,Other,750.0,3375.0,2050.0
Market Name : Jamkhed APMC
02/11/2024,69.1,Red,100.0,3100.0,1600.0
05/11/2024,198.1,Red,200.0,4500.0,2350.0
07/11/2024,193.5,Red,100.0,5500.0,2800.0
09/11/2024,215.4,Red,100.0,5000.0,2550.0
12/11/2024,199.8,Red,100.0,5500.0,2800.0
16/11/2024,411.3,Red,100.0,5000.0,2550.0
21/11/2024,109.9,Red,100.0,5500.0,2800.0
23/11/2024,119.4,Red,100.0,5500.0,2800.0
26/11/2024,160.2,Red,100.0,6100.0,3100.0
Market Name : Junnar APMC
07/11/2024,184.2,Other,3000.0,7110.0,6500.0
11/11/2024,220.4,Other,2500.0,6400.0,5700.0
17/11/2024,76.6,Other,2000.0,6210.0,6000.0
21/11/2024,34.2,Other,3500.0,6400.0,6100.0
24/11/2024,23.6,Other,3500.0,6400.0,6100.0
Market Name : Junnar(Alephata) APMC
05/11/2024,262.2,Other,3800.0,6010.0,5000.0
08/11/2024,243.6,Other,4000.0,7010.0,6500.0
10/11/2024,237.1,Other,3000.0,6810.0,5200.0
12/11/2024,293.5,Other,4000.0,7010.0,5000.0
15/11/2024,321.0,Other,4000.0,6810.0,5100.0
17/11/2024,386.7,Other,3000.0,7010.0,5000.0
24/11/2024,539.4,Other,2000.0,6100.0,5000.0
Market Name : Junnar(Narayangaon) APMC
01/11/2024,2.0,Other,1600.0,4750.0,3500.0
02/11/2024,1.2,Other,500.0,5000.0,3500.0
03/11/2024,1.6,Other,1510.0,5000.0,3000.0
04/11/2024,1.8,Other,1200.0,5510.0,3500.0
06/11/2024,1.5,Other,550.0,5600.0,3500.0
09/11/2024,4.4,Other,1200.0,7000.0,4500.0
11/11/2024,2.2,Other,1600.0,6550.0,4500.0
13/11/2024,4.0,Other,1000.0,6920.0,4500.0
14/11/2024,3.8,Other,500.0,6500.0,4500.0
15/11/2024,3.8,Other,500.0,6500.0,4500.0
16/11/2024,7.6,Other,1000.0,6700.0,4500.0
18/11/2024,3.8,Other,1500.0,6000.0,4500.0
24/11/2024,3.5,Other,1300.0,6510.0,4500.0
25/11/2024,4.4,Other,1000.0,6500.0,4500.0
27/11/2024,12.8,Other,1000.0,7000.0,5000.0
28/11/2024,4.5,Other,1000.0,7000.0,5000.0
Market Name : Junnar(Otur) APMC
07/11/2024,367.0,Other,2000.0,7210.0,5500.0
10/11/2024,347.9,Other,3500.0,7000.0,6000.0
14/11/2024,336.2,Other,2000.0,6800.0,5000.0
17/11/2024,157.6,Other,3000.0,7000.0,6000.0
21/11/2024,114.6,Other,2000.0,6510.0,4500.0
24/11/2024,70.8,Other,3000.0,6510.0,5500.0
Market Name : Kada APMC
13/11/2024,806.5,Red,500.0,5500.0,3200.0
Market Name : Kalvan APMC
07/11/2024,560.0,Other,3500.0,6675.0,5800.0
08/11/2024,415.0,Other,3500.0,6600.0,6001.0
09/11/2024,165.0,Other,3500.0,6601.0,5811.0
11/11/2024,985.0,Other,2000.0,6400.0,5100.0
12/11/2024,905.0,Other,2400.0,6500.0,5501.0
13/11/2024,300.0,Other,2000.0,6650.0,5500.0
14/11/2024,895.0,Other,2000.0,6300.0,5300.0
15/11/2024,305.0,Other,1700.0,6305.0,5200.0
16/11/2024,257.5,Other,2000.0,5900.0,5000.0
18/11/2024,652.5,Other,1500.0,6210.0,5300.0
19/11/2024,707.5,Other,2200.0,6105.0,5350.0
21/11/2024,412.5,Other,2400.0,6400.0,5400.0
22/11/2024,320.0,Other,2400.0,6500.0,5411.0
25/11/2024,285.0,Other,2300.0,6305.0,5500.0
26/11/2024,257.5,Other,3000.0,6605.0,5800.0
27/11/2024,55.0,Other,3500.0,6410.0,5800.0
28/11/2024,310.0,Other,2600.0,6700.0,5850.0
Market Name : Kalyan APMC
04/11/2024,0.3,1st Sort,4600.0,4700.0,4650.0
05/11/2024,0.3,1st Sort,5400.0,5500.0,5450.0
06/11/2024,0.3,1st Sort,5200.0,5800.0,5500.0
07/11/2024,0.3,1st Sort,6200.0,6500.0,6350.0
08/11/2024,0.3,1st Sort,6000.0,6500.0,6250.0
09/11/2024,0.3,1st Sort,6000.0,6500.0,6250.0
11/11/2024,0.3,1st Sort,6000.0,6500.0,6250.0
12/11/2024,0.3,1st Sort,6000.0,6500.0,6250.0
13/11/2024,0.3,1st Sort,6000.0,6500.0,6250.0
14/11/2024,0.3,1st Sort,6000.0,6800.0,6400.0
19/11/2024,0.3,1st Sort,6500.0,7000.0,6750.0
20/11/2024,0.3,1st Sort,6200.0,6500.0,6350.0
21/11/2024,0.3,1st Sort,6200.0,6500.0,6350.0
22/11/2024,0.3,1st Sort,4400.0,5500.0,5000.0
24/11/2024,0.3,1st Sort,4400.0,5500.0,4950.0
25/11/2024,0.3,1st Sort,4000.0,5500.0,4750.0
26/11/2024,0.6,2nd Sort,3000.0,3500.0,3250.0
,,1st Sort,4200.0,4500.0,4350.0
27/11/2024,0.6,2nd Sort,4300.0,4700.0,4500.0
,,1st Sort,4500.0,5000.0,4750.0
28/11/2024,0.6,2nd Sort,3300.0,3800.0,3550.0
,,1st Sort,4000.0,5500.0,4750.0
Market Name : Kamthi APMC
01/11/2024,0.3,Local,3500.0,4500.0,4000.0
03/11/2024,1.1,Local,3500.0,4500.0,4000.0
06/11/2024,0.6,Local,3500.0,4500.0,4000.0
07/11/2024,0.2,Local,3500.0,4500.0,4000.0
10/11/2024,1.4,Local,4500.0,5500.0,5000.0
13/11/2024,0.6,Local,4000.0,6000.0,5000.0
14/11/2024,1.2,Local,4000.0,5000.0,4500.0
15/11/2024,2.6,Local,4000.0,6000.0,5000.0
17/11/2024,1.7,Local,4000.0,5000.0,4500.0
19/11/2024,0.8,Local,4500.0,5500.0,5000.0
20/11/2024,0.8,Local,4000.0,5000.0,4500.0
21/11/2024,1.4,Local,4000.0,5000.0,4500.0
22/11/2024,1.3,Local,3500.0,4500.0,4000.0
23/11/2024,2.3,Local,3500.0,4500.0,4000.0
24/11/2024,1.6,Local,4000.0,5000.0,4500.0
25/11/2024,0.6,Local,3500.0,4500.0,4000.0
26/11/2024,0.5,Local,4000.0,5000.0,4500.0
27/11/2024,1.6,Local,3500.0,4500.0,4000.0
28/11/2024,0.2,Local,4000.0,5000.0,4500.0
Market Name : Karad APMC
02/11/2024,4.8,Other,3000.0,5000.0,5000.0
03/11/2024,15.0,Other,2000.0,5000.0,5000.0
04/11/2024,9.9,Other,4000.0,5000.0,5000.0
05/11/2024,9.9,Other,3000.0,5000.0,5000.0
07/11/2024,7.5,Other,3500.0,5000.0,5000.0
09/11/2024,9.9,Other,3000.0,6500.0,6500.0
10/11/2024,15.0,Other,3000.0,7000.0,7000.0
11/11/2024,9.9,Other,5000.0,6500.0,6500.0
12/11/2024,19.8,Other,3000.0,3800.0,3800.0
13/11/2024,15.0,Other,2000.0,3500.0,3500.0
16/11/2024,9.9,Other,2500.0,3800.0,3800.0
17/11/2024,15.0,Other,2000.0,3500.0,3500.0
18/11/2024,4.8,Other,2000.0,5000.0,5000.0
21/11/2024,4.8,Other,1000.0,3500.0,3500.0
24/11/2024,9.9,Other,2500.0,3500.0,3500.0
25/11/2024,24.9,Other,4000.0,6000.0,6000.0
26/11/2024,15.0,Other,3500.0,5000.0,5000.0
Market Name : Karjat APMC
06/11/2024,104.5,Local,1000.0,3000.0,2200.0
08/11/2024,32.2,Local,800.0,2500.0,1800.0
12/11/2024,23.8,Local,500.0,4000.0,2500.0
13/11/2024,13.3,Local,500.0,3500.0,2500.0
15/11/2024,17.1,Local,500.0,3500.0,2000.0
16/11/2024,5.4,Local,500.0,3500.0,2000.0
17/11/2024,6.7,Local,500.0,3800.0,2400.0
22/11/2024,5.0,Local,500.0,2800.0,2000.0
23/11/2024,4.1,Local,500.0,2500.0,2000.0
24/11/2024,4.0,Local,500.0,2500.0,1500.0
25/11/2024,0.3,Local,2000.0,2000.0,2000.0
26/11/2024,15.3,Local,500.0,4000.0,2500.0
27/11/2024,3.8,Local,1000.0,3500.0,2500.0
30/11/2024,3.2,Local,1000.0,4000.0,3000.0
Market Name : Khed(Chakan) APMC
05/11/2024,50.0,Other,3000.0,5000.0,4500.0
07/11/2024,55.0,Other,3000.0,6000.0,4500.0
08/11/2024,60.0,Other,3000.0,6000.0,4500.0
09/11/2024,125.0,Other,3000.0,6000.0,4500.0
10/11/2024,60.0,Other,3000.0,6000.0,5000.0
12/11/2024,50.0,Other,3000.0,6000.0,4000.0
13/11/2024,110.0,Other,3000.0,6000.0,5000.0
14/11/2024,45.0,Other,3000.0,6000.0,4500.0
15/11/2024,35.0,Other,3000.0,6000.0,5000.0
16/11/2024,90.0,Other,3000.0,6000.0,5000.0
17/11/2024,55.0,Other,3000.0,6000.0,5000.0
19/11/2024,50.0,Other,3000.0,6000.0,4500.0
21/11/2024,50.0,Other,3000.0,6000.0,5000.0
22/11/2024,35.0,Other,3000.0,6000.0,4500.0
23/11/2024,100.0,Other,2500.0,6000.0,3500.0
24/11/2024,60.0,Other,2500.0,6000.0,4500.0
26/11/2024,50.0,Other,3000.0,6000.0,4500.0
27/11/2024,150.0,Other,2000.0,6000.0,4000.0
28/11/2024,45.0,Other,2000.0,6000.0,4000.0
