"Date Wise Prices for Specified Commodity on September, 2024 for Commodity : Onion, State/UT : Maharashtra"
"Commodity : Onion, State/UT : Maharashtra"

Arrival Date,Arrivals (Metric Tonnes),Variety,Minimum Price (Rs./Quintal),Maximum Price (Rs./Quintal),Modal Price (Rs./Quintal)
21/09/2024,2604.9,Other,1500.0,5000.0,4000.0
23/09/2024,3359.3,Red,1000.0,4200.0,3350.0
,,Other,1000.0,4800.0,3900.0
26/09/2024,3294.8,Red,900.0,4200.0,3100.0
,,Other,1000.0,4600.0,3800.0
28/09/2024,3703.5,Other,1000.0,4200.0,3400.0
,,Red,500.0,3600.0,2800.0
30/09/2024,2915.8,Red,500.0,3500.0,2600.0
,,Other,1000.0,4100.0,3300.0
Market Name : Akluj APMC
01/09/2024,52.0,Red,1500.0,4000.0,3500.0
08/09/2024,22.5,Red,1500.0,4500.0,3500.0
11/09/2024,8.0,Other,1500.0,6100.0,3000.0
13/09/2024,9.5,Red,1800.0,5000.0,3800.0
15/09/2024,21.0,Other,1000.0,5200.0,3800.0
20/09/2024,22.5,Red,2000.0,5000.0,3800.0
25/09/2024,21.5,Red,1600.0,5300.0,3800.0
27/09/2024,22.0,Red,1750.0,4800.0,4000.0
29/09/2024,27.0,Red,1800.0,4500.0,4000.0
Market Name : Akola APMC
04/09/2024,22.0,Other,3000.0,4200.0,3500.0
05/09/2024,39.5,Other,3000.0,4700.0,4000.0
06/09/2024,36.5,Other,2500.0,4500.0,3500.0
07/09/2024,25.4,Other,3000.0,4500.0,3800.0
09/09/2024,38.5,Other,3500.0,4800.0,4200.0
10/09/2024,41.8,Other,2000.0,4300.0,3000.0
11/09/2024,14.0,Other,2500.0,4500.0,3500.0
12/09/2024,12.0,Other,3000.0,4600.0,4000.0
13/09/2024,40.0,Other,3000.0,4700.0,4100.0
14/09/2024,62.5,Other,3000.0,4800.0,4000.0
18/09/2024,65.5,Other,2500.0,4900.0,4500.0
20/09/2024,85.4,Other,3000.0,5000.0,4000.0
21/09/2024,118.0,Other,3000.0,5000.0,4300.0
23/09/2024,73.8,Other,2500.0,4500.0,3500.0
24/09/2024,41.0,Other,3000.0,4800.0,3600.0
25/09/2024,27.0,Other,3000.0,4500.0,3500.0
26/09/2024,13.7,Other,3000.0,4500.0,3500.0
27/09/2024,65.0,Other,3000.0,4500.0,3500.0
28/09/2024,46.7,Other,1500.0,4700.0,3500.0
30/09/2024,39.5,Other,2000.0,4800.0,4000.0
Market Name : Akole APMC
05/09/2024,122.5,Other,1000.0,4501.0,3941.0
08/09/2024,70.6,Other,1300.0,4401.0,3800.0
10/09/2024,85.7,Other,2000.0,4311.0,3800.0
12/09/2024,55.9,Other,1500.0,4300.0,3800.0
15/09/2024,50.2,Other,2200.0,5501.0,4800.0
19/09/2024,21.5,Other,1500.0,4300.0,3700.0
26/09/2024,56.5,Other,1800.0,4800.0,4200.0
29/09/2024,48.0,Other,1200.0,4001.0,3500.0
Market Name : Amrawati(Frui & Veg. Market) APMC
02/09/2024,27.0,Red,3500.0,5500.0,4500.0
03/09/2024,28.6,Red,3000.0,5500.0,4250.0
04/09/2024,36.0,Red,3500.0,5500.0,4500.0
06/09/2024,46.5,Red,4000.0,5000.0,4500.0
07/09/2024,24.9,Red,4000.0,5000.0,4500.0
08/09/2024,21.9,Red,3500.0,5000.0,4250.0
09/09/2024,25.6,Red,2500.0,5000.0,3750.0
10/09/2024,30.9,Red,2000.0,5000.0,3500.0
11/09/2024,34.8,Red,2500.0,5000.0,3750.0
13/09/2024,34.8,Red,3800.0,4200.0,4000.0
14/09/2024,40.5,Red,3500.0,4500.0,4000.0
16/09/2024,36.0,Red,3200.0,4200.0,3700.0
17/09/2024,40.4,Local,3000.0,4500.0,3750.0
18/09/2024,27.0,Red,3000.0,5500.0,4250.0
20/09/2024,15.0,Red,3000.0,6000.0,4500.0
21/09/2024,21.0,Red,3000.0,6000.0,4500.0
22/09/2024,18.9,Red,2800.0,6000.0,4400.0
23/09/2024,21.9,Red,3000.0,6000.0,4500.0
24/09/2024,24.9,Red,2500.0,5300.0,3900.0
25/09/2024,24.0,Red,3000.0,6000.0,4500.0
27/09/2024,27.9,Red,2200.0,4800.0,3500.0
28/09/2024,30.9,Red,3000.0,4800.0,3900.0
29/09/2024,28.8,Red,2500.0,5000.0,3750.0
30/09/2024,34.5,Red,3000.0,4800.0,3900.0
Market Name : Ausa APMC
03/09/2024,0.1,Local,4000.0,4000.0,4000.0
Market Name : Baramati APMC
02/09/2024,50.5,Red,1000.0,4200.0,3200.0
04/09/2024,40.9,Red,1000.0,4600.0,3500.0
07/09/2024,46.0,Red,1000.0,4400.0,3400.0
09/09/2024,20.0,Red,1000.0,4200.0,3200.0
11/09/2024,34.2,Red,700.0,4300.0,3300.0
16/09/2024,13.6,Red,1800.0,5390.0,4000.0
18/09/2024,31.3,Red,1910.0,5510.0,4000.0
21/09/2024,69.4,Red,1000.0,5110.0,4000.0
23/09/2024,55.6,Red,900.0,5100.0,4000.0
25/09/2024,70.1,Red,700.0,4800.0,3800.0
28/09/2024,74.4,Red,500.0,4250.0,3500.0
30/09/2024,62.2,Red,800.0,4100.0,3200.0
Market Name : Bhusaval APMC
01/09/2024,1.4,Red,3000.0,3500.0,3300.0
03/09/2024,0.1,Red,3500.0,3500.0,3500.0
04/09/2024,0.2,Red,3500.0,3500.0,3500.0
05/09/2024,0.5,Red,3000.0,3500.0,3500.0
06/09/2024,0.5,Red,3000.0,3500.0,3500.0
07/09/2024,0.5,Red,3000.0,3500.0,3500.0
14/09/2024,0.5,Red,3500.0,4000.0,4000.0
15/09/2024,0.4,Red,3000.0,4000.0,4000.0
18/09/2024,1.3,Red,3000.0,4000.0,3500.0
19/09/2024,0.1,Red,3500.0,3500.0,3500.0
20/09/2024,0.3,Red,3500.0,4000.0,4000.0
21/09/2024,0.6,Red,3000.0,4000.0,3500.0
22/09/2024,0.9,Red,3300.0,4000.0,3500.0
25/09/2024,0.1,Other,4000.0,4000.0,4000.0
26/09/2024,0.3,Red,3500.0,4000.0,4000.0
27/09/2024,0.1,Red,4000.0,4000.0,4000.0
28/09/2024,0.9,Red,3000.0,4000.0,3500.0
29/09/2024,0.6,Red,3500.0,4200.0,4200.0
Market Name : Chandrapur(Ganjwad) APMC
04/09/2024,31.6,Other,3500.0,5500.0,4500.0
05/09/2024,71.9,Other,3750.0,5000.0,4250.0
10/09/2024,69.9,Other,3750.0,5000.0,4250.0
13/09/2024,25.7,Other,2500.0,6000.0,5000.0
14/09/2024,79.3,Other,4000.0,5700.0,4750.0
16/09/2024,13.0,Other,4750.0,5750.0,5200.0
18/09/2024,20.6,Other,4000.0,6000.0,5000.0
19/09/2024,22.0,Other,3750.0,6000.0,5000.0
20/09/2024,20.6,Other,4000.0,6000.0,5000.0
21/09/2024,51.4,Other,3750.0,6000.0,5000.0
23/09/2024,53.0,Other,3250.0,5750.0,4750.0
24/09/2024,55.0,Other,2500.0,5000.0,4000.0
25/09/2024,24.6,Other,2500.0,5000.0,4000.0
26/09/2024,31.9,Other,2500.0,5000.0,4000.0
27/09/2024,17.4,Other,3000.0,5000.0,4000.0
28/09/2024,27.2,Other,3000.0,5000.0,4000.0
30/09/2024,40.2,Other,3000.0,5000.0,4000.0
Market Name : Chattrapati Sambhajinagar APMC
01/09/2024,470.4,Other,1700.0,3900.0,2800.0
02/09/2024,29.3,Other,1700.0,3200.0,2450.0
03/09/2024,39.7,Other,2000.0,4000.0,3000.0
04/09/2024,57.0,Other,1700.0,4325.0,3013.0
05/09/2024,567.9,Other,1800.0,4400.0,3100.0
07/09/2024,114.4,Other,1500.0,4000.0,2750.0
08/09/2024,580.4,Other,1400.0,4000.0,2700.0
09/09/2024,73.9,Other,1200.0,3800.0,2500.0
10/09/2024,59.3,Other,1300.0,4200.0,2750.0
11/09/2024,57.0,Other,1200.0,4300.0,2750.0
12/09/2024,291.7,Other,1300.0,4100.0,2700.0
14/09/2024,114.0,Other,1200.0,4000.0,2600.0
17/09/2024,268.0,Other,1800.0,4500.0,3150.0
18/09/2024,559.0,Other,1000.0,4200.0,2600.0
19/09/2024,313.9,Other,1200.0,4500.0,2850.0
21/09/2024,83.1,Other,2000.0,4350.0,3175.0
22/09/2024,283.4,Other,1700.0,4300.0,3000.0
23/09/2024,77.0,Other,2000.0,4300.0,3150.0
24/09/2024,89.6,Other,1600.0,4400.0,3000.0
25/09/2024,69.5,Other,1600.0,4400.0,3000.0
26/09/2024,274.8,Other,2000.0,4200.0,3100.0
28/09/2024,69.1,Other,2200.0,4500.0,3350.0
29/09/2024,83.4,Other,2200.0,4200.0,3800.0
30/09/2024,391.5,Other,2000.0,3800.0,2900.0
Market Name : Devala APMC
03/09/2024,766.3,Other,1500.0,4425.0,4225.0
04/09/2024,617.9,Other,1200.0,4135.0,3775.0
05/09/2024,565.1,Other,1200.0,4105.0,3825.0
06/09/2024,475.5,Other,1200.0,4085.0,3800.0
09/09/2024,601.0,Other,1000.0,3865.0,3650.0
10/09/2024,311.4,Other,1100.0,4075.0,3875.0
11/09/2024,370.9,Other,1500.0,4300.0,4000.0
12/09/2024,322.4,Other,1500.0,4300.0,4050.0
13/09/2024,455.8,Other,1400.0,4250.0,4100.0
18/09/2024,428.7,Other,1500.0,4795.0,4550.0
19/09/2024,366.3,Other,1500.0,4900.0,4675.0
20/09/2024,413.0,Other,1500.0,5000.0,4750.0
23/09/2024,446.3,Other,1500.0,4930.0,4725.0
24/09/2024,480.8,Other,1500.0,5010.0,4780.0
26/09/2024,608.0,Other,1600.0,4700.0,4550.0
27/09/2024,348.2,Other,1300.0,4600.0,4350.0
30/09/2024,415.3,Other,1200.0,4205.0,3980.0
Market Name : Dharashiv APMC
01/09/2024,1.9,Red,3300.0,4000.0,3650.0
03/09/2024,1.4,Red,2800.0,5000.0,3900.0
04/09/2024,0.8,Red,4000.0,4500.0,4250.0
05/09/2024,1.9,Red,4000.0,4800.0,4400.0
06/09/2024,1.4,Red,4000.0,4600.0,4300.0
07/09/2024,0.8,Red,3200.0,3600.0,3400.0
10/09/2024,2.8,Red,3300.0,4900.0,4100.0
11/09/2024,1.0,Red,3300.0,4500.0,3900.0
12/09/2024,1.9,Red,3300.0,4500.0,3900.0
13/09/2024,0.5,Red,3600.0,4500.0,4050.0
14/09/2024,2.3,Red,3000.0,4500.0,3750.0
15/09/2024,5.9,Red,3100.0,5500.0,4300.0
18/09/2024,0.5,Red,2100.0,5500.0,3800.0
19/09/2024,2.8,Red,2500.0,5000.0,3750.0
20/09/2024,1.3,Red,2600.0,5100.0,3850.0
21/09/2024,0.6,Red,3300.0,5000.0,4150.0
22/09/2024,4.7,Red,2800.0,5000.0,3950.0
24/09/2024,2.4,Red,3600.0,5000.0,4300.0
25/09/2024,1.9,Red,1600.0,5000.0,3300.0
26/09/2024,2.1,Red,2000.0,4800.0,3400.0
27/09/2024,2.1,Red,2500.0,5000.0,3750.0
28/09/2024,1.3,Red,2800.0,5000.0,3900.0
29/09/2024,3.7,Red,1600.0,5000.0,3300.0
Market Name : Dhule APMC
03/09/2024,3.0,Red,500.0,3650.0,3200.0
05/09/2024,46.2,Red,300.0,3950.0,3550.0
06/09/2024,5.0,Red,600.0,3740.0,3400.0
09/09/2024,65.6,Red,1350.0,3850.0,3400.0
10/09/2024,12.1,Red,1350.0,3850.0,3400.0
11/09/2024,39.5,Red,510.0,3930.0,3500.0
12/09/2024,44.8,Red,660.0,3960.0,3500.0
13/09/2024,42.7,Red,1000.0,3800.0,3600.0
14/09/2024,45.1,Red,1000.0,3800.0,3600.0
19/09/2024,23.1,Red,900.0,4910.0,4050.0
20/09/2024,13.1,Red,700.0,4900.0,4100.0
21/09/2024,19.9,Red,700.0,4900.0,4100.0
23/09/2024,17.1,Red,1600.0,5010.0,4450.0
24/09/2024,36.0,Red,1600.0,5010.0,4450.0
26/09/2024,28.9,Red,500.0,4470.0,4000.0
27/09/2024,32.9,Red,850.0,4300.0,3700.0
30/09/2024,34.9,Red,1000.0,4410.0,4000.0
Market Name : Dindori(Vani) APMC
05/09/2024,369.9,Other,3060.0,4400.0,4001.0
12/09/2024,215.7,Other,3700.0,4552.0,4201.0
20/09/2024,196.8,Other,3000.0,4931.0,4651.0
21/09/2024,222.2,Other,3200.0,5081.0,4770.0
24/09/2024,267.5,Other,3500.0,5651.0,5300.0
26/09/2024,246.6,Other,3300.0,5180.0,4855.0
27/09/2024,226.5,Other,2790.0,4912.0,4661.0
30/09/2024,116.1,Other,3500.0,4601.0,4231.0
Market Name : Gangapur APMC
05/09/2024,183.7,Other,1200.0,4225.0,3438.0
06/09/2024,273.4,Other,1500.0,4210.0,4040.0
09/09/2024,335.6,Other,800.0,4160.0,3900.0
11/09/2024,164.0,Other,1000.0,4230.0,3644.0
12/09/2024,176.9,Other,1655.0,4250.0,3676.0
13/09/2024,195.7,Other,1405.0,4250.0,3617.0
14/09/2024,38.9,Other,500.0,5255.0,4420.0
17/09/2024,120.8,Other,1510.0,4490.0,3663.0
18/09/2024,131.4,Other,1505.0,4600.0,4150.0
19/09/2024,197.0,Other,1320.0,4580.0,4110.0
20/09/2024,125.9,Other,1300.0,4805.0,4104.0
21/09/2024,12.9,Other,400.0,5000.0,3010.0
23/09/2024,200.2,Other,2070.0,4865.0,4186.0
24/09/2024,252.2,Other,2000.0,4845.0,4610.0
25/09/2024,336.0,Other,1100.0,4850.0,4500.0
27/09/2024,310.2,Other,1100.0,4600.0,4220.0
28/09/2024,65.3,Other,1500.0,3601.0,2900.0
Market Name : HINGNA - APMC
02/09/2024,0.3,Red,3500.0,5000.0,4166.0
04/09/2024,0.3,Red,4000.0,5000.0,4500.0
05/09/2024,0.6,Red,3200.0,5000.0,4133.0
09/09/2024,1.6,Red,3500.0,5000.0,4066.0
10/09/2024,0.3,Red,3500.0,5000.0,4233.0
12/09/2024,1.5,Red,3200.0,5000.0,3200.0
13/09/2024,0.3,Red,3500.0,5000.0,4266.0
14/09/2024,0.3,Red,4200.0,4200.0,4200.0
16/09/2024,0.4,Red,4000.0,5000.0,4700.0
17/09/2024,0.2,Red,4300.0,5500.0,4900.0
18/09/2024,1.3,Red,3450.0,3800.0,3625.0
19/09/2024,0.4,Red,3400.0,5000.0,4350.0
20/09/2024,0.2,Red,3800.0,5000.0,4400.0
21/09/2024,0.2,Red,3300.0,3300.0,3300.0
23/09/2024,0.6,Red,3500.0,5000.0,4600.0
24/09/2024,0.1,Red,3200.0,3200.0,3200.0
25/09/2024,0.1,Red,5000.0,5000.0,5000.0
26/09/2024,0.2,Red,3500.0,3600.0,3550.0
27/09/2024,1.0,Red,3200.0,4000.0,3466.0
28/09/2024,0.1,Red,3800.0,3800.0,3800.0
30/09/2024,0.4,Red,3500.0,5000.0,4300.0
Market Name : Indapur APMC
06/09/2024,2.4,Red,800.0,4100.0,3150.0
23/09/2024,3.8,Red,400.0,4200.0,3000.0
Market Name : Islampur APMC
20/09/2024,0.5,Local,3000.0,3500.0,3250.0
Market Name : Jalana APMC
14/09/2024,101.3,Other,700.0,3400.0,1200.0
18/09/2024,61.5,Other,700.0,3500.0,1200.0
Market Name : Jalgaon APMC
03/09/2024,13.1,Red,1500.0,4362.0,3027.0
04/09/2024,53.5,Red,1527.0,4113.0,2812.0
05/09/2024,31.6,Red,1700.0,4102.0,2500.0
06/09/2024,63.2,Red,750.0,4062.0,2400.0
11/09/2024,37.0,Red,1000.0,4150.0,2527.0
12/09/2024,38.8,Red,1250.0,4020.0,2750.0
13/09/2024,44.5,Red,1000.0,4127.0,2627.0
14/09/2024,53.0,Red,1427.0,4627.0,3027.0
16/09/2024,31.6,Red,1750.0,4877.0,3277.0
19/09/2024,34.9,Red,1500.0,4700.0,2127.0
20/09/2024,35.0,Red,2100.0,4627.0,3312.0
21/09/2024,45.1,Red,1750.0,4500.0,3127.0
23/09/2024,47.6,Red,1900.0,4665.0,3252.0
24/09/2024,24.5,Red,1502.0,4377.0,2950.0
25/09/2024,45.8,Red,1250.0,4377.0,2750.0
26/09/2024,7.6,Red,2500.0,4400.0,3402.0
27/09/2024,52.2,Red,1250.0,4312.0,2750.0
28/09/2024,52.5,Red,1627.0,4000.0,2825.0
30/09/2024,45.9,Red,1150.0,4377.0,2777.0
Market Name : Jamkhed APMC
03/09/2024,0.6,Local,1700.0,3800.0,2750.0
05/09/2024,1.5,Local,1500.0,4000.0,2750.0
07/09/2024,2.1,Local,1500.0,4000.0,2750.0
10/09/2024,0.9,Local,1000.0,3800.0,2400.0
14/09/2024,7.3,Local,1500.0,5000.0,3250.0
17/09/2024,1.8,Local,600.0,3750.0,2175.0
19/09/2024,0.9,Local,1500.0,4100.0,2800.0
21/09/2024,3.8,Local,1000.0,5000.0,3000.0
24/09/2024,7.7,Local,500.0,4500.0,2500.0
26/09/2024,2.2,Local,1500.0,4500.0,3000.0
28/09/2024,9.2,Local,500.0,4300.0,2400.0
Market Name : Junnar APMC
01/09/2024,836.6,Other,2800.0,4210.0,4000.0
05/09/2024,821.4,Other,2500.0,4300.0,3700.0
08/09/2024,657.2,Other,2500.0,4500.0,3800.0
15/09/2024,630.0,Other,3000.0,5300.0,4700.0
19/09/2024,561.2,Other,2000.0,4600.0,4100.0
29/09/2024,706.0,Other,2000.0,4310.0,4000.0
Market Name : Junnar(Alephata) APMC
01/09/2024,667.7,Other,1300.0,4250.0,3700.0
03/09/2024,681.4,Other,2800.0,4810.0,4100.0
06/09/2024,939.7,Other,2300.0,4300.0,3700.0
08/09/2024,606.3,Other,2700.0,4710.0,4100.0
10/09/2024,766.7,Other,2500.0,4510.0,3700.0
13/09/2024,647.3,Other,2600.0,4610.0,3700.0
15/09/2024,548.1,Other,3000.0,5610.0,4300.0
17/09/2024,591.1,Other,2800.0,5010.0,4000.0
20/09/2024,425.6,Other,3000.0,5010.0,4200.0
22/09/2024,536.7,Other,3100.0,5250.0,4500.0
24/09/2024,642.2,Other,3000.0,5010.0,4500.0
27/09/2024,642.1,Other,2500.0,5001.0,4200.0
29/09/2024,712.1,Other,2100.0,4310.0,3800.0
Market Name : Junnar(Narayangaon) APMC
01/09/2024,1.4,Other,500.0,4000.0,3000.0
02/09/2024,1.0,Other,1000.0,4250.0,3500.0
04/09/2024,2.5,Other,1000.0,4300.0,3000.0
05/09/2024,2.0,Other,2000.0,4310.0,3500.0
06/09/2024,2.4,Other,1600.0,4300.0,3000.0
08/09/2024,2.4,Other,1200.0,4250.0,3500.0
09/09/2024,2.6,Other,1300.0,4300.0,3500.0
11/09/2024,2.4,Other,1500.0,4250.0,3000.0
12/09/2024,4.2,Other,1200.0,4210.0,3000.0
13/09/2024,3.5,Other,1000.0,4300.0,3000.0
14/09/2024,2.8,Other,2000.0,4500.0,3500.0
15/09/2024,1.5,Other,600.0,5200.0,3500.0
18/09/2024,1.8,Other,1000.0,5000.0,3500.0
19/09/2024,1.8,Other,2000.0,5000.0,4000.0
20/09/2024,2.6,Other,1600.0,5110.0,4000.0
21/09/2024,3.5,Other,2000.0,5100.0,3500.0
22/09/2024,1.8,Other,1510.0,5000.0,3500.0
23/09/2024,1.8,Other,850.0,5000.0,3500.0
25/09/2024,1.6,Other,2000.0,4450.0,3500.0
26/09/2024,2.0,Other,1800.0,4800.0,3500.0
27/09/2024,2.2,Other,2000.0,4800.0,3500.0
28/09/2024,6.6,Other,500.0,4700.0,3500.0
29/09/2024,2.2,Other,1800.0,4250.0,3500.0
30/09/2024,2.4,Other,2000.0,4000.0,3000.0
Market Name : Junnar(Otur) APMC
01/09/2024,1622.4,Other,1500.0,4210.0,3500.0
05/09/2024,1629.7,Other,2000.0,4610.0,3800.0
08/09/2024,1143.9,Other,2000.0,5000.0,4000.0
12/09/2024,1346.5,Other,2000.0,4400.0,3500.0
15/09/2024,1146.6,Other,2000.0,5000.0,3800.0
19/09/2024,1029.4,Other,3000.0,5110.0,4000.0
22/09/2024,1055.9,Other,3000.0,5510.0,4500.0
26/09/2024,1072.4,Other,1000.0,5250.0,4200.0
29/09/2024,1061.3,Other,2000.0,4250.0,3200.0
Market Name : Kalvan APMC
03/09/2024,1530.0,Other,2000.0,4800.0,4150.0
04/09/2024,1180.0,Other,1500.0,4605.0,3855.0
05/09/2024,2330.0,Other,1500.0,4800.0,4050.0
06/09/2024,970.0,Other,2100.0,4425.0,3850.0
09/09/2024,2210.0,Other,1500.0,4775.0,3800.0
10/09/2024,1680.0,Other,2000.0,4855.0,3850.0
11/09/2024,777.5,Other,1000.0,4705.0,3750.0
12/09/2024,2140.0,Other,1000.0,4600.0,3700.0
13/09/2024,872.5,Other,2000.0,4455.0,3850.0
16/09/2024,670.0,Other,2200.0,5200.0,4450.0
17/09/2024,615.0,Other,2200.0,5201.0,4201.0
18/09/2024,625.0,Other,1500.0,5000.0,4500.0
19/09/2024,1640.0,Other,2200.0,5300.0,4500.0
20/09/2024,890.0,Other,2200.0,5330.0,4750.0
21/09/2024,950.0,Other,2500.0,5500.0,4700.0
23/09/2024,2045.0,Other,2500.0,5600.0,4650.0
24/09/2024,2055.0,Other,2000.0,5400.0,4700.0
26/09/2024,1977.5,Other,2400.0,5100.0,4400.0
27/09/2024,830.1,Other,2000.0,5105.0,4400.0
28/09/2024,830.0,Other,1500.0,5000.0,4200.0
30/09/2024,1727.5,Other,1800.0,4900.0,3850.0
Market Name : Kalyan APMC
02/09/2024,0.3,1st Sort,3400.0,3800.0,3550.0
07/09/2024,0.3,1st Sort,4000.0,4200.0,4100.0
08/09/2024,0.3,1st Sort,4000.0,4200.0,4100.0
09/09/2024,0.3,1st Sort,3800.0,4000.0,3900.0
10/09/2024,0.3,1st Sort,3800.0,4000.0,3900.0
11/09/2024,0.3,1st Sort,3800.0,4000.0,3900.0
12/09/2024,0.3,1st Sort,3500.0,4100.0,3800.0
13/09/2024,0.3,1st Sort,3500.0,4100.0,3700.0
15/09/2024,0.3,1st Sort,4800.0,5000.0,4900.0
16/09/2024,0.3,1st Sort,4800.0,5000.0,4900.0
18/09/2024,0.3,1st Sort,4800.0,5000.0,4900.0
19/09/2024,0.3,1st Sort,4800.0,5000.0,4900.0
20/09/2024,0.3,1st Sort,4400.0,4600.0,4400.0
21/09/2024,0.3,1st Sort,4400.0,4600.0,4500.0
22/09/2024,0.3,1st Sort,4800.0,5000.0,4900.0
23/09/2024,0.3,1st Sort,4800.0,5000.0,4900.0
24/09/2024,0.3,1st Sort,4500.0,5000.0,4750.0
25/09/2024,0.3,1st Sort,4000.0,5500.0,4750.0
26/09/2024,0.3,1st Sort,4000.0,5500.0,4750.0
27/09/2024,0.3,1st Sort,4500.0,5000.0,4750.0
28/09/2024,0.3,1st Sort,4500.0,5000.0,4750.0
30/09/2024,0.3,1st Sort,4000.0,4200.0,4100.0
Market Name : Kamthi APMC
01/09/2024,1.0,Local,3500.0,4500.0,4000.0
02/09/2024,0.6,Local,3500.0,4500.0,4000.0
03/09/2024,0.5,Local,3500.0,4500.0,4000.0
04/09/2024,0.3,Local,3500.0,4500.0,4000.0
06/09/2024,0.1,Local,3500.0,4500.0,4000.0
07/09/2024,0.7,Local,3500.0,4500.0,4000.0
08/09/2024,1.1,Local,3500.0,4500.0,4000.0
09/09/2024,0.7,Local,3500.0,4500.0,4000.0
10/09/2024,2.6,Local,3500.0,4500.0,4000.0
12/09/2024,0.3,Local,3500.0,4500.0,4000.0
13/09/2024,1.9,Local,3500.0,4500.0,4000.0
15/09/2024,0.6,Local,3500.0,4500.0,4000.0
16/09/2024,1.3,Local,3500.0,4500.0,4000.0
17/09/2024,0.2,Local,3500.0,4500.0,4000.0
18/09/2024,1.2,Local,3500.0,4500.0,4000.0
19/09/2024,0.8,Local,3500.0,4500.0,4000.0
20/09/2024,0.3,Local,3500.0,4500.0,4000.0
22/09/2024,4.2,Local,3500.0,4500.0,4000.0
23/09/2024,1.0,Local,3500.0,4500.0,4000.0
26/09/2024,0.2,Local,3500.0,4500.0,4000.0
27/09/2024,1.4,Local,3500.0,4500.0,4000.0
29/09/2024,0.4,Local,3500.0,4500.0,4000.0
30/09/2024,0.2,Local,3500.0,4500.0,4000.0
Market Name : Karad APMC
01/09/2024,15.0,Other,3000.0,4000.0,4000.0
02/09/2024,9.9,Other,1500.0,4000.0,4000.0
03/09/2024,15.0,Other,3800.0,4200.0,4200.0
05/09/2024,15.0,Other,3000.0,4000.0,4000.0
09/09/2024,9.9,Other,2000.0,4500.0,4500.0
10/09/2024,15.0,Other,3000.0,4000.0,4000.0
11/09/2024,9.9,Other,2000.0,4000.0,4000.0
12/09/2024,9.9,Other,3000.0,4000.0,4000.0
14/09/2024,9.9,Other,2000.0,4500.0,4500.0
16/09/2024,9.9,Other,3000.0,4000.0,4000.0
17/09/2024,9.9,Other,2800.0,3800.0,3800.0
18/09/2024,15.0,Other,3000.0,5000.0,5000.0
19/09/2024,9.9,Other,2000.0,3500.0,3500.0
21/09/2024,19.8,Other,3000.0,3500.0,3500.0
22/09/2024,12.3,Other,2800.0,4800.0,4800.0
23/09/2024,19.8,Other,2000.0,4000.0,4000.0
24/09/2024,7.5,Other,3000.0,4500.0,4500.0
25/09/2024,19.8,Other,3000.0,5000.0,5000.0
26/09/2024,9.9,Other,3000.0,5000.0,5000.0
28/09/2024,4.8,Other,3000.0,5000.0,5000.0
29/09/2024,19.8,Other,3000.0,5200.0,5200.0
30/09/2024,9.9,Other,2000.0,4000.0,4000.0
Market Name : Karjat APMC
01/09/2024,2.3,Local,2000.0,3500.0,2700.0
03/09/2024,4.8,Local,2000.0,4000.0,3000.0
04/09/2024,2.2,Local,1500.0,4100.0,3000.0
05/09/2024,5.4,Local,1500.0,4000.0,3000.0
06/09/2024,3.4,Local,2000.0,4500.0,3000.0
08/09/2024,3.5,Local,2000.0,4500.0,3000.0
