feature,gain_pct,perm_mae_increase
lag3,15.414832432555228,100.28519278328544
mom_change,13.45091315165056,41.60323206220373
lag1,12.81955348568953,75.5186355828577
month_cos,12.104719424582711,48.381633409565026
month_sin,9.955312285517357,52.587666160961916
arr_lag1,9.614248859188057,13.07372152226823
roll3,7.698571508661661,15.539535415415472
lag2,7.003247908475812,28.193346244037272
lag12,6.016179651190506,6.665989975700313
mandi_code,5.922421292488576,11.642614068290428
